arm_family,arm_id,candidate_test_budget,expected_model_runtime,ground_truth_available_to_runner,protocol_commit,protocol_tag,representation_condition,row_id,scenario_id,schema_version,scored,sequence,snapshot_path,snapshot_reference,top_k,trial_number
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r03509,ow14-s0032,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3509,model-facing/minimal-candidate-snapshots/ow14-s0032.json,"{""candidate_input_sha256"": ""c186317b09add6ff7be17c32090d67f9461778a259487a62b7221af54980d654"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0032.json"", ""snapshot_sha256"": ""f069f46f0583705b64a9c77f1413c51d325b1a457efb144832c8d9d65882ca02""}",4,4
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r03510,ow14-s0032,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3510,model-facing/enriched-candidate-snapshots/ow14-s0032.json,"{""candidate_input_sha256"": ""8cb4c0afe33139e019177d2cdd884a9265ef7772fd5b849213d9ed855eb4413e"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0032.json"", ""snapshot_sha256"": ""03c246d1cf4e955db7a876029ef467ceee6919c0d3cd265a29f1bbd1d809cb84""}",4,4
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r03511,ow14-s0032,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3511,model-facing/minimal-candidate-snapshots/ow14-s0032.json,"{""candidate_input_sha256"": ""c186317b09add6ff7be17c32090d67f9461778a259487a62b7221af54980d654"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0032.json"", ""snapshot_sha256"": ""f069f46f0583705b64a9c77f1413c51d325b1a457efb144832c8d9d65882ca02""}",4,5
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r03512,ow14-s0032,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3512,model-facing/enriched-candidate-snapshots/ow14-s0032.json,"{""candidate_input_sha256"": ""8cb4c0afe33139e019177d2cdd884a9265ef7772fd5b849213d9ed855eb4413e"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0032.json"", ""snapshot_sha256"": ""03c246d1cf4e955db7a876029ef467ceee6919c0d3cd265a29f1bbd1d809cb84""}",4,5
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r03513,ow14-s0033,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3513,model-facing/minimal-candidate-snapshots/ow14-s0033.json,"{""candidate_input_sha256"": ""67d59a35e43c124e18241cdfcef31845366383251af292d8827aad4715f36c72"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0033.json"", ""snapshot_sha256"": ""c0744a5449043d579280c226d7f0a57576d1860346b62525c3371c4bff321613""}",4,1
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r03514,ow14-s0033,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3514,model-facing/enriched-candidate-snapshots/ow14-s0033.json,"{""candidate_input_sha256"": ""f470c534d2070f4b96e10af018f36d69af1319933e50ee0b80e63bbd3d067951"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0033.json"", ""snapshot_sha256"": ""690356eceaa6c0a2a6b19bc996482b8e635d75a813c2d55724287dfb385620c6""}",4,1
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r03515,ow14-s0033,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3515,model-facing/minimal-candidate-snapshots/ow14-s0033.json,"{""candidate_input_sha256"": ""67d59a35e43c124e18241cdfcef31845366383251af292d8827aad4715f36c72"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0033.json"", ""snapshot_sha256"": ""c0744a5449043d579280c226d7f0a57576d1860346b62525c3371c4bff321613""}",4,2
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r03516,ow14-s0033,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3516,model-facing/enriched-candidate-snapshots/ow14-s0033.json,"{""candidate_input_sha256"": ""f470c534d2070f4b96e10af018f36d69af1319933e50ee0b80e63bbd3d067951"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0033.json"", ""snapshot_sha256"": ""690356eceaa6c0a2a6b19bc996482b8e635d75a813c2d55724287dfb385620c6""}",4,2
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r03517,ow14-s0033,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3517,model-facing/minimal-candidate-snapshots/ow14-s0033.json,"{""candidate_input_sha256"": ""67d59a35e43c124e18241cdfcef31845366383251af292d8827aad4715f36c72"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0033.json"", ""snapshot_sha256"": ""c0744a5449043d579280c226d7f0a57576d1860346b62525c3371c4bff321613""}",4,3
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r03518,ow14-s0033,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3518,model-facing/enriched-candidate-snapshots/ow14-s0033.json,"{""candidate_input_sha256"": ""f470c534d2070f4b96e10af018f36d69af1319933e50ee0b80e63bbd3d067951"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0033.json"", ""snapshot_sha256"": ""690356eceaa6c0a2a6b19bc996482b8e635d75a813c2d55724287dfb385620c6""}",4,3
qwen,qwen_minimal,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r03519,ow14-s0033,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3519,model-facing/minimal-candidate-snapshots/ow14-s0033.json,"{""candidate_input_sha256"": ""67d59a35e43c124e18241cdfcef31845366383251af292d8827aad4715f36c72"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0033.json"", ""snapshot_sha256"": ""c0744a5449043d579280c226d7f0a57576d1860346b62525c3371c4bff321613""}",4,4
qwen,qwen_enriched,4,"{""model_file_sha256"": {""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db"", ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}, ""model_identifier"": ""Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M"", ""prompt_version"": ""llm-candidate-ranking-v1"", ""provider"": ""local llama.cpp"", ""runtime"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""settings"": {""context_size_tokens"": 4096, ""max_output_tokens"": 768, ""model_files"": [{""filename"": ""qwen2.5-7b-instruct-q4_k_m-00001-of-00002.gguf"", ""sha256"": ""dfce12e3862a5283ccfb88221b48480e58745165de856439950d0f22590580db""}, {""filename"": ""qwen2.5-7b-instruct-q4_k_m-00002-of-00002.gguf"", ""sha256"": ""539cf93f78e887edea1c04e2d7d8cdaca9d01dae9c9025bcb8accbe29df3d72a""}], ""process_policy"": ""one scored command invocation per scheduled trial; non-scored warm-up must not use final snapshots"", ""runtime"": ""llama.cpp"", ""runtime_executable"": ""llama-completion.exe"", ""runtime_executable_sha256"": ""2272eaaf8bb9477257790835d7b25aaf8fd22941e44ac3fcc9f2df389d1ef7b4"", ""seed"": 42, ""temperature"": 0.0, ""threads"": 8, ""timeout_seconds"": 300, ""top_p"": 1.0}}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,enriched,ow14-1-r03520,ow14-s0033,owasp-xss-v14-1-immutable-execution-schedule-v1,True,3520,model-facing/enriched-candidate-snapshots/ow14-s0033.json,"{""candidate_input_sha256"": ""f470c534d2070f4b96e10af018f36d69af1319933e50ee0b80e63bbd3d067951"", ""path"": ""model-facing/enriched-candidate-snapshots/ow14-s0033.json"", ""snapshot_sha256"": ""690356eceaa6c0a2a6b19bc996482b8e635d75a813c2d55724287dfb385620c6""}",4,4
