scenario_id,arm_id,trial_number,rank,candidate_id,action_path,parameter_name,ground_truth_vulnerable,within_top_k,model_identifier,provider,provider_failed,validation_error_count,latency_ms
x13-001,local_qwen,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-001/birch:memo,/suite-v13/x13-001/birch,memo,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,122794
x13-006,local_qwen,3,1,get-form:http://127.0.0.1:4395/suite-v13/x13-006/lagoon:query,/suite-v13/x13-006/lagoon,query,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,117878
x13-015,proprietary_gpt,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-015/thistle:comment,/suite-v13/x13-015/thistle,comment,False,True,gpt-5.6-luna,,True,1,
x13-020,deterministic_structural,1,7,query:http://127.0.0.1:4395/suite-v13/x13-020/south?ref=sample&page=sample&mode=sample:ref,/suite-v13/x13-020/south,ref,False,False,deterministic_structural,deterministic,False,0,
x13-010,local_qwen,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-010/yarrow:name,/suite-v13/x13-010/yarrow,name,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,137596
x13-002,proprietary_gpt,4,5,query:http://127.0.0.1:4395/suite-v13/x13-002/keel?ref=sample:ref,/suite-v13/x13-002/keel,ref,True,False,gpt-5.6-luna,,True,1,
x13-023,local_qwen,3,7,query:http://127.0.0.1:4395/suite-v13/x13-023/south?ref=sample&page=sample&mode=sample&kind=sample:page,/suite-v13/x13-023/south,page,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,131736
x13-018,proprietary_gpt,2,5,query:http://127.0.0.1:4395/suite-v13/x13-018/south?ref=sample&page=sample:ref,/suite-v13/x13-018/south,ref,False,False,gpt-5.6-luna,,True,1,
x13-001,local_qwen,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-001/dune:line,/suite-v13/x13-001/dune,line,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,71701
x13-015,local_qwen,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-015/upland:message,/suite-v13/x13-015/upland,message,True,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,114921
x13-003,local_qwen,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-003/atlas:word,/suite-v13/x13-003/atlas,word,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,73743
x13-019,local_qwen,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-019/field:comment,/suite-v13/x13-019/field,comment,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,103197
x13-010,proprietary_gpt,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-010/aurora:text,/suite-v13/x13-010/aurora,text,True,True,gpt-5.6-luna,,True,1,
x13-019,proprietary_gpt,4,4,query:http://127.0.0.1:4395/suite-v13/x13-019/south?code=sample&view=sample&kind=sample:code,/suite-v13/x13-019/south,code,False,True,gpt-5.6-luna,,True,1,
x13-020,proprietary_gpt,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-020/iris:query,/suite-v13/x13-020/iris,query,False,True,gpt-5.6-luna,,True,1,
x13-024,local_qwen,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-024/yarrow:line,/suite-v13/x13-024/yarrow,line,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,52784
x13-011,local_qwen,3,4,get-form:http://127.0.0.1:4395/suite-v13/x13-011/fable:name,/suite-v13/x13-011/fable,name,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,82261
x13-016,proprietary_gpt,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-016/yonder:memo,/suite-v13/x13-016/yonder,memo,False,True,gpt-5.6-luna,,True,1,
x13-019,proprietary_gpt,1,5,query:http://127.0.0.1:4395/suite-v13/x13-019/south?code=sample&view=sample&kind=sample:kind,/suite-v13/x13-019/south,kind,False,False,gpt-5.6-luna,,True,1,
x13-023,deterministic_structural,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-023/tango:search,/suite-v13/x13-023/tango,search,False,True,deterministic_structural,deterministic,False,0,
x13-009,proprietary_gpt,3,4,query:http://127.0.0.1:4395/suite-v13/x13-009/west?ref=sample:ref,/suite-v13/x13-009/west,ref,False,True,gpt-5.6-luna,,True,1,
x13-004,proprietary_gpt,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-004/field:query,/suite-v13/x13-004/field,query,False,True,gpt-5.6-luna,,True,1,
x13-011,local_qwen,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-011/ember:title,/suite-v13/x13-011/ember,title,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,113386
x13-009,local_qwen,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-009/xenon:entry,/suite-v13/x13-009/xenon,entry,True,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,72253
x13-010,local_qwen,2,7,query:http://127.0.0.1:4395/suite-v13/x13-010/south?code=sample&view=sample&page=sample:view,/suite-v13/x13-010/south,view,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,137596
x13-012,proprietary_gpt,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-012/islet:name,/suite-v13/x13-012/islet,name,False,True,gpt-5.6-luna,,True,1,
x13-017,local_qwen,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-017/birch:memo,/suite-v13/x13-017/birch,memo,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,92104
x13-002,local_qwen,5,4,get-form:http://127.0.0.1:4395/suite-v13/x13-002/olive:code,/suite-v13/x13-002/olive,code,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,106364
x13-014,proprietary_gpt,4,5,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:kind,/suite-v13/x13-014/east,kind,False,False,gpt-5.6-luna,,True,1,
x13-004,local_qwen,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:memo,/suite-v13/x13-004/echo,memo,True,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,83059
x13-005,proprietary_gpt,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-005/harbor:comment,/suite-v13/x13-005/harbor,comment,True,True,gpt-5.6-luna,,True,1,
x13-022,local_qwen,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-022/sable:memo,/suite-v13/x13-022/sable,memo,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,104420
x13-019,local_qwen,1,6,query:http://127.0.0.1:4395/suite-v13/x13-019/south?code=sample&view=sample&kind=sample:view,/suite-v13/x13-019/south,view,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,134547
x13-011,local_qwen,2,6,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:page,/suite-v13/x13-011/east,page,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,113386
x13-019,local_qwen,3,4,query:http://127.0.0.1:4395/suite-v13/x13-019/south?code=sample&view=sample&kind=sample:code,/suite-v13/x13-019/south,code,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,97436
x13-019,proprietary_gpt,3,4,query:http://127.0.0.1:4395/suite-v13/x13-019/south?code=sample&view=sample&kind=sample:code,/suite-v13/x13-019/south,code,False,True,gpt-5.6-luna,,True,1,
x13-020,proprietary_gpt,3,5,query:http://127.0.0.1:4395/suite-v13/x13-020/south?ref=sample&page=sample&mode=sample:mode,/suite-v13/x13-020/south,mode,False,False,gpt-5.6-luna,,True,1,
x13-007,local_qwen,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-007/ridge:item,/suite-v13/x13-007/ridge,item,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,105020
x13-002,proprietary_gpt,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-002/noble:name,/suite-v13/x13-002/noble,name,False,True,gpt-5.6-luna,,True,1,
x13-017,deterministic_structural,1,4,query:http://127.0.0.1:4395/suite-v13/x13-017/east?item=sample&line=sample:line,/suite-v13/x13-017/east,line,False,True,deterministic_structural,deterministic,False,0,
x13-003,proprietary_gpt,4,6,query:http://127.0.0.1:4395/suite-v13/x13-003/west?view=sample&page=sample:view,/suite-v13/x13-003/west,view,False,False,gpt-5.6-luna,,True,1,
x13-020,proprietary_gpt,2,5,query:http://127.0.0.1:4395/suite-v13/x13-020/south?ref=sample&page=sample&mode=sample:mode,/suite-v13/x13-020/south,mode,False,False,gpt-5.6-luna,,True,1,
x13-023,proprietary_gpt,5,2,get-form:http://127.0.0.1:4395/suite-v13/x13-023/umber:query,/suite-v13/x13-023/umber,query,False,True,gpt-5.6-luna,,True,1,
x13-017,proprietary_gpt,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-017/birch:memo,/suite-v13/x13-017/birch,memo,False,True,gpt-5.6-luna,,True,1,
x13-012,local_qwen,2,5,get-form:http://127.0.0.1:4395/suite-v13/x13-012/kepler:message,/suite-v13/x13-012/kepler,message,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,170205
x13-010,local_qwen,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-010/zenith:memo,/suite-v13/x13-010/zenith,memo,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,137596
x13-022,local_qwen,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-022/prism:line,/suite-v13/x13-022/prism,line,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,120712
x13-007,local_qwen,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-007/quartz:memo,/suite-v13/x13-007/quartz,memo,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,105020
x13-023,proprietary_gpt,2,6,query:http://127.0.0.1:4395/suite-v13/x13-023/south?ref=sample&page=sample&mode=sample&kind=sample:mode,/suite-v13/x13-023/south,mode,False,False,gpt-5.6-luna,,True,1,
x13-010,proprietary_gpt,5,7,query:http://127.0.0.1:4395/suite-v13/x13-010/south?code=sample&view=sample&page=sample:view,/suite-v13/x13-010/south,view,False,False,gpt-5.6-luna,,True,1,
x13-010,proprietary_gpt,2,5,query:http://127.0.0.1:4395/suite-v13/x13-010/south?code=sample&view=sample&page=sample:code,/suite-v13/x13-010/south,code,False,False,gpt-5.6-luna,,True,1,
x13-006,deterministic_structural,1,5,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:kind,/suite-v13/x13-006/detail,kind,False,False,deterministic_structural,deterministic,False,0,
x13-024,proprietary_gpt,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-024/yarrow:line,/suite-v13/x13-024/yarrow,line,False,True,gpt-5.6-luna,,True,1,
x13-019,deterministic_structural,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-019/grove:search,/suite-v13/x13-019/grove,search,False,True,deterministic_structural,deterministic,False,0,
x13-014,local_qwen,1,6,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:page,/suite-v13/x13-014/east,page,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,141234
x13-020,local_qwen,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-020/krypton:name,/suite-v13/x13-020/krypton,name,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,136984
x13-012,proprietary_gpt,5,8,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:slot,/suite-v13/x13-012/west,slot,True,False,gpt-5.6-luna,,True,1,
x13-023,local_qwen,1,7,query:http://127.0.0.1:4395/suite-v13/x13-023/south?ref=sample&page=sample&mode=sample&kind=sample:page,/suite-v13/x13-023/south,page,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,174505
x13-018,local_qwen,3,5,query:http://127.0.0.1:4395/suite-v13/x13-018/south?ref=sample&page=sample:ref,/suite-v13/x13-018/south,ref,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,84440
x13-002,deterministic_structural,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-002/olive:code,/suite-v13/x13-002/olive,code,False,True,deterministic_structural,deterministic,False,0,
x13-023,proprietary_gpt,3,6,query:http://127.0.0.1:4395/suite-v13/x13-023/south?ref=sample&page=sample&mode=sample&kind=sample:mode,/suite-v13/x13-023/south,mode,False,False,gpt-5.6-luna,,True,1,
x13-023,proprietary_gpt,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-023/willow:text,/suite-v13/x13-023/willow,text,False,True,gpt-5.6-luna,,True,1,
x13-003,proprietary_gpt,3,2,get-form:http://127.0.0.1:4395/suite-v13/x13-003/brook:note,/suite-v13/x13-003/brook,note,False,True,gpt-5.6-luna,,True,1,
x13-012,local_qwen,1,5,get-form:http://127.0.0.1:4395/suite-v13/x13-012/kepler:message,/suite-v13/x13-012/kepler,message,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,194502
x13-020,deterministic_structural,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-020/juniper:text,/suite-v13/x13-020/juniper,text,False,True,deterministic_structural,deterministic,False,0,
x13-005,proprietary_gpt,3,6,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:ref,/suite-v13/x13-005/south,ref,False,False,gpt-5.6-luna,,True,1,
x13-019,local_qwen,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-019/field:comment,/suite-v13/x13-019/field,comment,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,146804
x13-013,proprietary_gpt,1,5,query:http://127.0.0.1:4395/suite-v13/x13-013/south?view=sample:view,/suite-v13/x13-013/south,view,False,False,gpt-5.6-luna,,True,1,
x13-004,proprietary_gpt,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-004/field:query,/suite-v13/x13-004/field,query,False,True,gpt-5.6-luna,,True,1,
x13-003,proprietary_gpt,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-003/atlas:word,/suite-v13/x13-003/atlas,word,False,True,gpt-5.6-luna,,True,1,
x13-010,proprietary_gpt,1,5,query:http://127.0.0.1:4395/suite-v13/x13-010/south?code=sample&view=sample&page=sample:code,/suite-v13/x13-010/south,code,False,False,gpt-5.6-luna,,True,1,
x13-012,deterministic_structural,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-012/juno:text,/suite-v13/x13-012/juno,text,False,True,deterministic_structural,deterministic,False,0,
x13-017,local_qwen,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-017/birch:memo,/suite-v13/x13-017/birch,memo,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,82421
x13-010,local_qwen,5,1,get-form:http://127.0.0.1:4395/suite-v13/x13-010/aurora:text,/suite-v13/x13-010/aurora,text,True,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,110879
x13-020,local_qwen,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-020/juniper:text,/suite-v13/x13-020/juniper,text,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,158276
x13-008,proprietary_gpt,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-008/umber:memo,/suite-v13/x13-008/umber,memo,False,True,gpt-5.6-luna,,True,1,
x13-009,proprietary_gpt,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-009/violet:term,/suite-v13/x13-009/violet,term,False,True,gpt-5.6-luna,,True,1,
x13-014,deterministic_structural,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-014/pearl:name,/suite-v13/x13-014/pearl,name,False,True,deterministic_structural,deterministic,False,0,
x13-016,local_qwen,1,5,get-form:http://127.0.0.1:4395/suite-v13/x13-016/yonder:slot,/suite-v13/x13-016/yonder,slot,True,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,116628
x13-024,deterministic_structural,1,3,query:http://127.0.0.1:4395/suite-v13/x13-024/east?item=sample&view=sample:item,/suite-v13/x13-024/east,item,False,True,deterministic_structural,deterministic,False,0,
x13-012,proprietary_gpt,2,7,query:http://127.0.0.1:4395/suite-v13/x13-012/west?slot=sample&page=sample&mode=sample:page,/suite-v13/x13-012/west,page,False,False,gpt-5.6-luna,,True,1,
x13-020,local_qwen,2,6,query:http://127.0.0.1:4395/suite-v13/x13-020/south?ref=sample&page=sample&mode=sample:page,/suite-v13/x13-020/south,page,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,135792
x13-015,proprietary_gpt,3,5,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:mode,/suite-v13/x13-015/south,mode,False,False,gpt-5.6-luna,,True,1,
x13-019,deterministic_structural,1,1,get-form:http://127.0.0.1:4395/suite-v13/x13-019/field:comment,/suite-v13/x13-019/field,comment,False,True,deterministic_structural,deterministic,False,0,
x13-007,local_qwen,5,4,query:http://127.0.0.1:4395/suite-v13/x13-007/east?ref=sample&view=sample:ref,/suite-v13/x13-007/east,ref,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,79324
x13-006,local_qwen,2,6,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:mode,/suite-v13/x13-006/detail,mode,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,165614
x13-008,deterministic_structural,1,5,query:http://127.0.0.1:4395/suite-v13/x13-008/south?item=sample&mode=sample:item,/suite-v13/x13-008/south,item,True,False,deterministic_structural,deterministic,False,0,
x13-015,local_qwen,1,6,query:http://127.0.0.1:4395/suite-v13/x13-015/south?ref=sample&mode=sample&page=sample&item=sample:page,/suite-v13/x13-015/south,page,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,169630
x13-014,local_qwen,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-014/quill:line,/suite-v13/x13-014/quill,line,True,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,141234
x13-005,proprietary_gpt,4,5,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:memo,/suite-v13/x13-005/south,memo,False,False,gpt-5.6-luna,,True,1,
x13-011,local_qwen,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-011/ember:title,/suite-v13/x13-011/ember,title,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,133620
x13-013,proprietary_gpt,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-013/marble:query,/suite-v13/x13-013/marble,query,False,True,gpt-5.6-luna,,True,1,
x13-021,proprietary_gpt,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-021/onyx:item,/suite-v13/x13-021/onyx,item,False,True,gpt-5.6-luna,,True,1,
x13-019,deterministic_structural,1,6,query:http://127.0.0.1:4395/suite-v13/x13-019/south?code=sample&view=sample&kind=sample:view,/suite-v13/x13-019/south,view,False,False,deterministic_structural,deterministic,False,0,
x13-018,proprietary_gpt,4,2,get-form:http://127.0.0.1:4395/suite-v13/x13-018/dune:text,/suite-v13/x13-018/dune,text,False,True,gpt-5.6-luna,,True,1,
x13-020,local_qwen,5,6,query:http://127.0.0.1:4395/suite-v13/x13-020/south?ref=sample&page=sample&mode=sample:page,/suite-v13/x13-020/south,page,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,101588
x13-002,proprietary_gpt,5,5,query:http://127.0.0.1:4395/suite-v13/x13-002/keel?ref=sample:ref,/suite-v13/x13-002/keel,ref,True,False,gpt-5.6-luna,,True,1,
x13-005,proprietary_gpt,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-005/harbor:comment,/suite-v13/x13-005/harbor,comment,True,True,gpt-5.6-luna,,True,1,
x13-007,proprietary_gpt,2,3,get-form:http://127.0.0.1:4395/suite-v13/x13-007/ridge:item,/suite-v13/x13-007/ridge,item,False,True,gpt-5.6-luna,,True,1,
x13-008,proprietary_gpt,1,5,query:http://127.0.0.1:4395/suite-v13/x13-008/south?item=sample&mode=sample:item,/suite-v13/x13-008/south,item,True,False,gpt-5.6-luna,,True,1,
x13-020,proprietary_gpt,2,6,query:http://127.0.0.1:4395/suite-v13/x13-020/south?ref=sample&page=sample&mode=sample:page,/suite-v13/x13-020/south,page,False,False,gpt-5.6-luna,,True,1,
x13-014,proprietary_gpt,4,1,get-form:http://127.0.0.1:4395/suite-v13/x13-014/orbit:search,/suite-v13/x13-014/orbit,search,False,True,gpt-5.6-luna,,True,1,
x13-016,local_qwen,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-016/valley:search,/suite-v13/x13-016/valley,search,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,103785
x13-019,local_qwen,3,6,query:http://127.0.0.1:4395/suite-v13/x13-019/south?code=sample&view=sample&kind=sample:view,/suite-v13/x13-019/south,view,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,97436
x13-006,deterministic_structural,1,8,query:http://127.0.0.1:4395/suite-v13/x13-006/detail?ref=sample&page=sample&mode=sample&kind=sample:ref,/suite-v13/x13-006/detail,ref,True,False,deterministic_structural,deterministic,False,0,
x13-023,local_qwen,1,8,query:http://127.0.0.1:4395/suite-v13/x13-023/south?ref=sample&page=sample&mode=sample&kind=sample:ref,/suite-v13/x13-023/south,ref,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,174505
x13-011,local_qwen,5,5,query:http://127.0.0.1:4395/suite-v13/x13-011/east?line=sample&page=sample:line,/suite-v13/x13-011/east,line,True,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,87767
x13-005,local_qwen,3,5,query:http://127.0.0.1:4395/suite-v13/x13-005/south?memo=sample&ref=sample&view=sample:memo,/suite-v13/x13-005/south,memo,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,111071
x13-019,proprietary_gpt,1,3,get-form:http://127.0.0.1:4395/suite-v13/x13-019/harbor:memo,/suite-v13/x13-019/harbor,memo,False,True,gpt-5.6-luna,,True,1,
x13-023,local_qwen,4,6,query:http://127.0.0.1:4395/suite-v13/x13-023/south?ref=sample&page=sample&mode=sample&kind=sample:mode,/suite-v13/x13-023/south,mode,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,172880
x13-021,deterministic_structural,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-021/mesa:memo,/suite-v13/x13-021/mesa,memo,False,True,deterministic_structural,deterministic,False,0,
x13-005,local_qwen,2,2,get-form:http://127.0.0.1:4395/suite-v13/x13-005/iris:name,/suite-v13/x13-005/iris,name,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,153160
x13-014,local_qwen,3,6,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:page,/suite-v13/x13-014/east,page,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,92997
x13-014,local_qwen,2,5,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:kind,/suite-v13/x13-014/east,kind,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,131404
x13-024,deterministic_structural,1,4,query:http://127.0.0.1:4395/suite-v13/x13-024/east?item=sample&view=sample:view,/suite-v13/x13-024/east,view,False,True,deterministic_structural,deterministic,False,0,
x13-004,proprietary_gpt,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-004/echo:name,/suite-v13/x13-004/echo,name,False,True,gpt-5.6-luna,,True,1,
x13-006,local_qwen,1,2,get-form:http://127.0.0.1:4395/suite-v13/x13-006/mesa:text,/suite-v13/x13-006/mesa,text,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,194949
x13-018,proprietary_gpt,2,1,get-form:http://127.0.0.1:4395/suite-v13/x13-018/cedar:query,/suite-v13/x13-018/cedar,query,False,True,gpt-5.6-luna,,True,1,
x13-012,proprietary_gpt,3,5,get-form:http://127.0.0.1:4395/suite-v13/x13-012/kepler:message,/suite-v13/x13-012/kepler,message,False,False,gpt-5.6-luna,,True,1,
x13-022,proprietary_gpt,4,3,get-form:http://127.0.0.1:4395/suite-v13/x13-022/ridge:title,/suite-v13/x13-022/ridge,title,False,True,gpt-5.6-luna,,True,1,
x13-019,local_qwen,4,5,query:http://127.0.0.1:4395/suite-v13/x13-019/south?code=sample&view=sample&kind=sample:kind,/suite-v13/x13-019/south,kind,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,146804
x13-003,proprietary_gpt,3,3,get-form:http://127.0.0.1:4395/suite-v13/x13-003/cabin:mark,/suite-v13/x13-003/cabin,mark,False,True,gpt-5.6-luna,,True,1,
x13-008,proprietary_gpt,5,3,get-form:http://127.0.0.1:4395/suite-v13/x13-008/umber:line,/suite-v13/x13-008/umber,line,False,True,gpt-5.6-luna,,True,1,
x13-020,local_qwen,2,4,get-form:http://127.0.0.1:4395/suite-v13/x13-020/lagoon:message,/suite-v13/x13-020/lagoon,message,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,135792
x13-020,local_qwen,4,7,query:http://127.0.0.1:4395/suite-v13/x13-020/south?ref=sample&page=sample&mode=sample:ref,/suite-v13/x13-020/south,ref,False,False,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,158276
x13-014,deterministic_structural,1,6,query:http://127.0.0.1:4395/suite-v13/x13-014/east?page=sample&kind=sample:page,/suite-v13/x13-014/east,page,False,False,deterministic_structural,deterministic,False,0,
x13-012,proprietary_gpt,1,4,get-form:http://127.0.0.1:4395/suite-v13/x13-012/juno:text,/suite-v13/x13-012/juno,text,False,True,gpt-5.6-luna,,True,1,
x13-019,local_qwen,3,1,get-form:http://127.0.0.1:4395/suite-v13/x13-019/field:comment,/suite-v13/x13-019/field,comment,False,True,Qwen/Qwen2.5-7B-Instruct-GGUF:Q4_K_M,local-llama.cpp,False,0,97436
