sequence,arm_id,scenario_id,trial_number,scenario_type,status,contract_valid,provider_failed,focal_vulnerable_candidate_id,parsed_ranking,vulnerable_candidate_rank,top_1_success,top_4_success,reciprocal_rank,latency_ms,raw_artifact,validation_errors
806,local_qwen,os15-s0013,2,positive,valid,True,False,os15-c000082,"[""os15-c000261"",""os15-c000305"",""os15-c000082"",""os15-c000067"",""os15-c000331""]",3,False,True,0.333333,89297,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0806__local_qwen__os15-s0013__trial-2.json,[]
807,local_qwen,os15-s0013,3,positive,valid,True,False,os15-c000082,"[""os15-c000261"",""os15-c000305"",""os15-c000082"",""os15-c000067"",""os15-c000331""]",3,False,True,0.333333,85858,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0807__local_qwen__os15-s0013__trial-3.json,[]
808,local_qwen,os15-s0013,4,positive,valid,True,False,os15-c000082,"[""os15-c000261"",""os15-c000305"",""os15-c000082"",""os15-c000067"",""os15-c000331""]",3,False,True,0.333333,83388,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0808__local_qwen__os15-s0013__trial-4.json,[]
809,local_qwen,os15-s0013,5,positive,valid,True,False,os15-c000082,"[""os15-c000261"",""os15-c000305"",""os15-c000082"",""os15-c000067"",""os15-c000331""]",3,False,True,0.333333,92505,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0809__local_qwen__os15-s0013__trial-5.json,[]
810,local_qwen,os15-s0014,1,positive,valid,True,False,os15-c000072,"[""os15-c000384"",""os15-c000464"",""os15-c000408"",""os15-c000072"",""os15-c000396""]",4,False,True,0.25,109319,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0810__local_qwen__os15-s0014__trial-1.json,[]
811,local_qwen,os15-s0014,2,positive,valid,True,False,os15-c000072,"[""os15-c000384"",""os15-c000464"",""os15-c000408"",""os15-c000072"",""os15-c000396""]",4,False,True,0.25,114107,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0811__local_qwen__os15-s0014__trial-2.json,[]
812,local_qwen,os15-s0014,3,positive,valid,True,False,os15-c000072,"[""os15-c000384"",""os15-c000464"",""os15-c000408"",""os15-c000072"",""os15-c000396""]",4,False,True,0.25,116735,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0812__local_qwen__os15-s0014__trial-3.json,[]
813,local_qwen,os15-s0014,4,positive,valid,True,False,os15-c000072,"[""os15-c000384"",""os15-c000464"",""os15-c000408"",""os15-c000072"",""os15-c000396""]",4,False,True,0.25,118529,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0813__local_qwen__os15-s0014__trial-4.json,[]
814,local_qwen,os15-s0014,5,positive,valid,True,False,os15-c000072,"[""os15-c000384"",""os15-c000464"",""os15-c000408"",""os15-c000072"",""os15-c000396""]",4,False,True,0.25,104889,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0814__local_qwen__os15-s0014__trial-5.json,[]
815,local_qwen,os15-s0015,1,positive,valid,True,False,os15-c000105,"[""os15-c000105"",""os15-c000163"",""os15-c000485"",""os15-c000110"",""os15-c000195""]",1,True,True,1.0,107053,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0815__local_qwen__os15-s0015__trial-1.json,[]
816,local_qwen,os15-s0015,2,positive,valid,True,False,os15-c000105,"[""os15-c000105"",""os15-c000163"",""os15-c000485"",""os15-c000110"",""os15-c000195""]",1,True,True,1.0,119597,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0816__local_qwen__os15-s0015__trial-2.json,[]
817,local_qwen,os15-s0015,3,positive,valid,True,False,os15-c000105,"[""os15-c000105"",""os15-c000163"",""os15-c000485"",""os15-c000110"",""os15-c000195""]",1,True,True,1.0,104732,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0817__local_qwen__os15-s0015__trial-3.json,[]
818,local_qwen,os15-s0015,4,positive,valid,True,False,os15-c000105,"[""os15-c000105"",""os15-c000163"",""os15-c000485"",""os15-c000110"",""os15-c000195""]",1,True,True,1.0,80533,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0818__local_qwen__os15-s0015__trial-4.json,[]
819,local_qwen,os15-s0015,5,positive,valid,True,False,os15-c000105,"[""os15-c000105"",""os15-c000163"",""os15-c000485"",""os15-c000110"",""os15-c000195""]",1,True,True,1.0,64095,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0819__local_qwen__os15-s0015__trial-5.json,[]
820,local_qwen,os15-s0016,1,positive,valid,True,False,os15-c000174,"[""os15-c000392"",""os15-c000325"",""os15-c000414"",""os15-c000174"",""os15-c000351""]",4,False,True,0.25,73093,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0820__local_qwen__os15-s0016__trial-1.json,[]
821,local_qwen,os15-s0016,2,positive,valid,True,False,os15-c000174,"[""os15-c000392"",""os15-c000325"",""os15-c000414"",""os15-c000174"",""os15-c000351""]",4,False,True,0.25,64721,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0821__local_qwen__os15-s0016__trial-2.json,[]
822,local_qwen,os15-s0016,3,positive,valid,True,False,os15-c000174,"[""os15-c000392"",""os15-c000325"",""os15-c000414"",""os15-c000174"",""os15-c000351""]",4,False,True,0.25,66452,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0822__local_qwen__os15-s0016__trial-3.json,[]
823,local_qwen,os15-s0016,4,positive,valid,True,False,os15-c000174,"[""os15-c000392"",""os15-c000325"",""os15-c000414"",""os15-c000174"",""os15-c000351""]",4,False,True,0.25,69497,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0823__local_qwen__os15-s0016__trial-4.json,[]
824,local_qwen,os15-s0016,5,positive,valid,True,False,os15-c000174,"[""os15-c000392"",""os15-c000325"",""os15-c000414"",""os15-c000174"",""os15-c000351""]",4,False,True,0.25,68207,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0824__local_qwen__os15-s0016__trial-5.json,[]
825,local_qwen,os15-s0017,1,positive,valid,True,False,os15-c000468,"[""os15-c000450"",""os15-c000284"",""os15-c000468"",""os15-c000135"",""os15-c000210""]",3,False,True,0.333333,64495,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0825__local_qwen__os15-s0017__trial-1.json,[]
826,local_qwen,os15-s0017,2,positive,valid,True,False,os15-c000468,"[""os15-c000450"",""os15-c000284"",""os15-c000468"",""os15-c000135"",""os15-c000210""]",3,False,True,0.333333,71156,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0826__local_qwen__os15-s0017__trial-2.json,[]
827,local_qwen,os15-s0017,3,positive,valid,True,False,os15-c000468,"[""os15-c000450"",""os15-c000284"",""os15-c000468"",""os15-c000135"",""os15-c000210""]",3,False,True,0.333333,85574,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0827__local_qwen__os15-s0017__trial-3.json,[]
828,local_qwen,os15-s0017,4,positive,valid,True,False,os15-c000468,"[""os15-c000450"",""os15-c000284"",""os15-c000468"",""os15-c000135"",""os15-c000210""]",3,False,True,0.333333,85045,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0828__local_qwen__os15-s0017__trial-4.json,[]
829,local_qwen,os15-s0017,5,positive,valid,True,False,os15-c000468,"[""os15-c000450"",""os15-c000284"",""os15-c000468"",""os15-c000135"",""os15-c000210""]",3,False,True,0.333333,82724,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0829__local_qwen__os15-s0017__trial-5.json,[]
830,local_qwen,os15-s0018,1,positive,valid,True,False,os15-c000292,"[""os15-c000426"",""os15-c000292"",""os15-c000311"",""os15-c000122"",""os15-c000220""]",2,False,True,0.5,76954,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0830__local_qwen__os15-s0018__trial-1.json,[]
831,local_qwen,os15-s0018,2,positive,valid,True,False,os15-c000292,"[""os15-c000426"",""os15-c000292"",""os15-c000311"",""os15-c000122"",""os15-c000220""]",2,False,True,0.5,75230,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0831__local_qwen__os15-s0018__trial-2.json,[]
832,local_qwen,os15-s0018,3,positive,valid,True,False,os15-c000292,"[""os15-c000426"",""os15-c000292"",""os15-c000311"",""os15-c000122"",""os15-c000220""]",2,False,True,0.5,76784,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0832__local_qwen__os15-s0018__trial-3.json,[]
833,local_qwen,os15-s0018,4,positive,valid,True,False,os15-c000292,"[""os15-c000426"",""os15-c000292"",""os15-c000311"",""os15-c000122"",""os15-c000220""]",2,False,True,0.5,82685,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0833__local_qwen__os15-s0018__trial-4.json,[]
834,local_qwen,os15-s0018,5,positive,valid,True,False,os15-c000292,"[""os15-c000426"",""os15-c000292"",""os15-c000311"",""os15-c000122"",""os15-c000220""]",2,False,True,0.5,76308,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0834__local_qwen__os15-s0018__trial-5.json,[]
835,local_qwen,os15-s0019,1,positive,valid,True,False,os15-c000253,"[""os15-c000470"",""os15-c000253"",""os15-c000312"",""os15-c000321"",""os15-c000063""]",2,False,True,0.5,74733,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0835__local_qwen__os15-s0019__trial-1.json,[]
836,local_qwen,os15-s0019,2,positive,valid,True,False,os15-c000253,"[""os15-c000470"",""os15-c000253"",""os15-c000312"",""os15-c000321"",""os15-c000063""]",2,False,True,0.5,63851,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0836__local_qwen__os15-s0019__trial-2.json,[]
837,local_qwen,os15-s0019,3,positive,valid,True,False,os15-c000253,"[""os15-c000470"",""os15-c000253"",""os15-c000312"",""os15-c000321"",""os15-c000063""]",2,False,True,0.5,60742,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0837__local_qwen__os15-s0019__trial-3.json,[]
838,local_qwen,os15-s0019,4,positive,valid,True,False,os15-c000253,"[""os15-c000470"",""os15-c000253"",""os15-c000312"",""os15-c000321"",""os15-c000063""]",2,False,True,0.5,61057,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0838__local_qwen__os15-s0019__trial-4.json,[]
839,local_qwen,os15-s0019,5,positive,valid,True,False,os15-c000253,"[""os15-c000470"",""os15-c000253"",""os15-c000312"",""os15-c000321"",""os15-c000063""]",2,False,True,0.5,61822,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0839__local_qwen__os15-s0019__trial-5.json,[]
840,local_qwen,os15-s0020,1,positive,valid,True,False,os15-c000291,"[""os15-c000491"",""os15-c000291"",""os15-c000324"",""os15-c000150"",""os15-c000364""]",2,False,True,0.5,58537,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0840__local_qwen__os15-s0020__trial-1.json,[]
841,local_qwen,os15-s0020,2,positive,valid,True,False,os15-c000291,"[""os15-c000491"",""os15-c000291"",""os15-c000324"",""os15-c000150"",""os15-c000364""]",2,False,True,0.5,58308,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0841__local_qwen__os15-s0020__trial-2.json,[]
842,local_qwen,os15-s0020,3,positive,valid,True,False,os15-c000291,"[""os15-c000491"",""os15-c000291"",""os15-c000324"",""os15-c000150"",""os15-c000364""]",2,False,True,0.5,58684,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0842__local_qwen__os15-s0020__trial-3.json,[]
843,local_qwen,os15-s0020,4,positive,valid,True,False,os15-c000291,"[""os15-c000491"",""os15-c000291"",""os15-c000324"",""os15-c000150"",""os15-c000364""]",2,False,True,0.5,57968,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0843__local_qwen__os15-s0020__trial-4.json,[]
844,local_qwen,os15-s0020,5,positive,valid,True,False,os15-c000291,"[""os15-c000491"",""os15-c000291"",""os15-c000324"",""os15-c000150"",""os15-c000364""]",2,False,True,0.5,57759,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0844__local_qwen__os15-s0020__trial-5.json,[]
845,local_qwen,os15-s0021,1,positive,valid,True,False,os15-c000353,"[""os15-c000295"",""os15-c000343"",""os15-c000353"",""os15-c000367"",""os15-c000025""]",3,False,True,0.333333,61674,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0845__local_qwen__os15-s0021__trial-1.json,[]
846,local_qwen,os15-s0021,2,positive,valid,True,False,os15-c000353,"[""os15-c000295"",""os15-c000343"",""os15-c000353"",""os15-c000367"",""os15-c000025""]",3,False,True,0.333333,63760,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0846__local_qwen__os15-s0021__trial-2.json,[]
847,local_qwen,os15-s0021,3,positive,valid,True,False,os15-c000353,"[""os15-c000295"",""os15-c000343"",""os15-c000353"",""os15-c000367"",""os15-c000025""]",3,False,True,0.333333,59639,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0847__local_qwen__os15-s0021__trial-3.json,[]
848,local_qwen,os15-s0021,4,positive,valid,True,False,os15-c000353,"[""os15-c000295"",""os15-c000343"",""os15-c000353"",""os15-c000367"",""os15-c000025""]",3,False,True,0.333333,105883,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0848__local_qwen__os15-s0021__trial-4.json,[]
849,local_qwen,os15-s0021,5,positive,valid,True,False,os15-c000353,"[""os15-c000295"",""os15-c000343"",""os15-c000353"",""os15-c000367"",""os15-c000025""]",3,False,True,0.333333,61597,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0849__local_qwen__os15-s0021__trial-5.json,[]
850,local_qwen,os15-s0022,1,positive,valid,True,False,os15-c000465,"[""os15-c000218"",""os15-c000465"",""os15-c000209"",""os15-c000171"",""os15-c000366""]",2,False,True,0.5,62121,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0850__local_qwen__os15-s0022__trial-1.json,[]
851,local_qwen,os15-s0022,2,positive,valid,True,False,os15-c000465,"[""os15-c000218"",""os15-c000465"",""os15-c000209"",""os15-c000171"",""os15-c000366""]",2,False,True,0.5,65577,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0851__local_qwen__os15-s0022__trial-2.json,[]
852,local_qwen,os15-s0022,3,positive,valid,True,False,os15-c000465,"[""os15-c000218"",""os15-c000465"",""os15-c000209"",""os15-c000171"",""os15-c000366""]",2,False,True,0.5,61902,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0852__local_qwen__os15-s0022__trial-3.json,[]
853,local_qwen,os15-s0022,4,positive,valid,True,False,os15-c000465,"[""os15-c000218"",""os15-c000465"",""os15-c000209"",""os15-c000171"",""os15-c000366""]",2,False,True,0.5,64241,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0853__local_qwen__os15-s0022__trial-4.json,[]
854,local_qwen,os15-s0022,5,positive,valid,True,False,os15-c000465,"[""os15-c000218"",""os15-c000465"",""os15-c000209"",""os15-c000171"",""os15-c000366""]",2,False,True,0.5,65659,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0854__local_qwen__os15-s0022__trial-5.json,[]
855,local_qwen,os15-s0023,1,positive,valid,True,False,os15-c000334,"[""os15-c000502"",""os15-c000052"",""os15-c000207"",""os15-c000054"",""os15-c000334""]",5,False,False,0.2,65053,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0855__local_qwen__os15-s0023__trial-1.json,[]
856,local_qwen,os15-s0023,2,positive,valid,True,False,os15-c000334,"[""os15-c000502"",""os15-c000052"",""os15-c000207"",""os15-c000054"",""os15-c000334""]",5,False,False,0.2,62423,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0856__local_qwen__os15-s0023__trial-2.json,[]
857,local_qwen,os15-s0023,3,positive,valid,True,False,os15-c000334,"[""os15-c000502"",""os15-c000052"",""os15-c000207"",""os15-c000054"",""os15-c000334""]",5,False,False,0.2,61991,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0857__local_qwen__os15-s0023__trial-3.json,[]
858,local_qwen,os15-s0023,4,positive,valid,True,False,os15-c000334,"[""os15-c000502"",""os15-c000052"",""os15-c000207"",""os15-c000054"",""os15-c000334""]",5,False,False,0.2,60832,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0858__local_qwen__os15-s0023__trial-4.json,[]
859,local_qwen,os15-s0023,5,positive,valid,True,False,os15-c000334,"[""os15-c000502"",""os15-c000052"",""os15-c000207"",""os15-c000054"",""os15-c000334""]",5,False,False,0.2,61076,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0859__local_qwen__os15-s0023__trial-5.json,[]
860,local_qwen,os15-s0024,1,positive,valid,True,False,os15-c000075,"[""os15-c000236"",""os15-c000075"",""os15-c000428"",""os15-c000053"",""os15-c000330""]",2,False,True,0.5,60733,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0860__local_qwen__os15-s0024__trial-1.json,[]
861,local_qwen,os15-s0024,2,positive,valid,True,False,os15-c000075,"[""os15-c000236"",""os15-c000075"",""os15-c000428"",""os15-c000053"",""os15-c000330""]",2,False,True,0.5,61160,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0861__local_qwen__os15-s0024__trial-2.json,[]
862,local_qwen,os15-s0024,3,positive,valid,True,False,os15-c000075,"[""os15-c000236"",""os15-c000075"",""os15-c000428"",""os15-c000053"",""os15-c000330""]",2,False,True,0.5,60333,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0862__local_qwen__os15-s0024__trial-3.json,[]
863,local_qwen,os15-s0024,4,positive,valid,True,False,os15-c000075,"[""os15-c000236"",""os15-c000075"",""os15-c000428"",""os15-c000053"",""os15-c000330""]",2,False,True,0.5,60971,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0863__local_qwen__os15-s0024__trial-4.json,[]
864,local_qwen,os15-s0024,5,positive,valid,True,False,os15-c000075,"[""os15-c000236"",""os15-c000075"",""os15-c000428"",""os15-c000053"",""os15-c000330""]",2,False,True,0.5,61297,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0864__local_qwen__os15-s0024__trial-5.json,[]
865,local_qwen,os15-s0025,1,positive,valid,True,False,os15-c000055,"[""os15-c000112"",""os15-c000152"",""os15-c000293"",""os15-c000452"",""os15-c000055""]",5,False,False,0.2,61790,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0865__local_qwen__os15-s0025__trial-1.json,[]
866,local_qwen,os15-s0025,2,positive,valid,True,False,os15-c000055,"[""os15-c000112"",""os15-c000152"",""os15-c000293"",""os15-c000452"",""os15-c000055""]",5,False,False,0.2,59459,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0866__local_qwen__os15-s0025__trial-2.json,[]
867,local_qwen,os15-s0025,3,positive,valid,True,False,os15-c000055,"[""os15-c000112"",""os15-c000152"",""os15-c000293"",""os15-c000452"",""os15-c000055""]",5,False,False,0.2,83016,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0867__local_qwen__os15-s0025__trial-3.json,[]
868,local_qwen,os15-s0025,4,positive,valid,True,False,os15-c000055,"[""os15-c000112"",""os15-c000152"",""os15-c000293"",""os15-c000452"",""os15-c000055""]",5,False,False,0.2,60873,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0868__local_qwen__os15-s0025__trial-4.json,[]
869,local_qwen,os15-s0025,5,positive,valid,True,False,os15-c000055,"[""os15-c000112"",""os15-c000152"",""os15-c000293"",""os15-c000452"",""os15-c000055""]",5,False,False,0.2,60906,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0869__local_qwen__os15-s0025__trial-5.json,[]
870,local_qwen,os15-s0026,1,positive,valid,True,False,os15-c000409,"[""os15-c000481"",""os15-c000409"",""os15-c000084"",""os15-c000362"",""os15-c000203""]",2,False,True,0.5,59766,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0870__local_qwen__os15-s0026__trial-1.json,[]
871,local_qwen,os15-s0026,2,positive,valid,True,False,os15-c000409,"[""os15-c000481"",""os15-c000409"",""os15-c000084"",""os15-c000362"",""os15-c000203""]",2,False,True,0.5,60485,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0871__local_qwen__os15-s0026__trial-2.json,[]
872,local_qwen,os15-s0026,3,positive,valid,True,False,os15-c000409,"[""os15-c000481"",""os15-c000409"",""os15-c000084"",""os15-c000362"",""os15-c000203""]",2,False,True,0.5,59834,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0872__local_qwen__os15-s0026__trial-3.json,[]
873,local_qwen,os15-s0026,4,positive,valid,True,False,os15-c000409,"[""os15-c000481"",""os15-c000409"",""os15-c000084"",""os15-c000362"",""os15-c000203""]",2,False,True,0.5,60226,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0873__local_qwen__os15-s0026__trial-4.json,[]
874,local_qwen,os15-s0026,5,positive,valid,True,False,os15-c000409,"[""os15-c000481"",""os15-c000409"",""os15-c000084"",""os15-c000362"",""os15-c000203""]",2,False,True,0.5,62643,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0874__local_qwen__os15-s0026__trial-5.json,[]
875,local_qwen,os15-s0027,1,positive,valid,True,False,os15-c000267,"[""os15-c000153"",""os15-c000267"",""os15-c000432"",""os15-c000064"",""os15-c000020""]",2,False,True,0.5,61830,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0875__local_qwen__os15-s0027__trial-1.json,[]
876,local_qwen,os15-s0027,2,positive,valid,True,False,os15-c000267,"[""os15-c000153"",""os15-c000267"",""os15-c000432"",""os15-c000064"",""os15-c000020""]",2,False,True,0.5,62372,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0876__local_qwen__os15-s0027__trial-2.json,[]
877,local_qwen,os15-s0027,3,positive,valid,True,False,os15-c000267,"[""os15-c000153"",""os15-c000267"",""os15-c000432"",""os15-c000064"",""os15-c000020""]",2,False,True,0.5,82808,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0877__local_qwen__os15-s0027__trial-3.json,[]
878,local_qwen,os15-s0027,4,positive,valid,True,False,os15-c000267,"[""os15-c000153"",""os15-c000267"",""os15-c000432"",""os15-c000064"",""os15-c000020""]",2,False,True,0.5,81077,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0878__local_qwen__os15-s0027__trial-4.json,[]
879,local_qwen,os15-s0027,5,positive,valid,True,False,os15-c000267,"[""os15-c000153"",""os15-c000267"",""os15-c000432"",""os15-c000064"",""os15-c000020""]",2,False,True,0.5,74345,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0879__local_qwen__os15-s0027__trial-5.json,[]
