scenario_id,scenario_type,candidate_id,position,is_focal_vulnerable
ow14-s0243,negative_only,ox14-c000362,1,false
ow14-s0243,negative_only,ox14-c000391,2,false
ow14-s0243,negative_only,ox14-c000402,3,false
ow14-s0243,negative_only,ox14-c000310,4,false
ow14-s0243,negative_only,ox14-c000210,5,false
ow14-s0244,negative_only,ox14-c000036,1,false
ow14-s0244,negative_only,ox14-c000225,2,false
ow14-s0244,negative_only,ox14-c000067,3,false
ow14-s0244,negative_only,ox14-c000320,4,false
ow14-s0244,negative_only,ox14-c000252,5,false
ow14-s0245,negative_only,ox14-c000072,1,false
ow14-s0245,negative_only,ox14-c000090,2,false
ow14-s0245,negative_only,ox14-c000165,3,false
ow14-s0245,negative_only,ox14-c000140,4,false
ow14-s0245,negative_only,ox14-c000369,5,false
ow14-s0246,negative_only,ox14-c000246,1,false
ow14-s0246,negative_only,ox14-c000389,2,false
ow14-s0246,negative_only,ox14-c000046,3,false
ow14-s0246,negative_only,ox14-c000265,4,false
ow14-s0246,negative_only,ox14-c000081,5,false
ow14-s0247,negative_only,ox14-c000108,1,false
ow14-s0247,negative_only,ox14-c000025,2,false
ow14-s0247,negative_only,ox14-c000323,3,false
ow14-s0247,negative_only,ox14-c000121,4,false
ow14-s0247,negative_only,ox14-c000211,5,false
ow14-s0248,negative_only,ox14-c000037,1,false
ow14-s0248,negative_only,ox14-c000058,2,false
ow14-s0248,negative_only,ox14-c000181,3,false
ow14-s0248,negative_only,ox14-c000012,4,false
ow14-s0248,negative_only,ox14-c000197,5,false
ow14-s0249,negative_only,ox14-c000270,1,false
ow14-s0249,negative_only,ox14-c000354,2,false
ow14-s0249,negative_only,ox14-c000245,3,false
ow14-s0249,negative_only,ox14-c000374,4,false
ow14-s0249,negative_only,ox14-c000087,5,false
ow14-s0250,negative_only,ox14-c000127,1,false
ow14-s0250,negative_only,ox14-c000033,2,false
ow14-s0250,negative_only,ox14-c000075,3,false
ow14-s0250,negative_only,ox14-c000406,4,false
ow14-s0250,negative_only,ox14-c000297,5,false
ow14-s0251,negative_only,ox14-c000357,1,false
ow14-s0251,negative_only,ox14-c000060,2,false
ow14-s0251,negative_only,ox14-c000183,3,false
ow14-s0251,negative_only,ox14-c000277,4,false
ow14-s0251,negative_only,ox14-c000352,5,false
ow14-s0252,negative_only,ox14-c000381,1,false
ow14-s0252,negative_only,ox14-c000293,2,false
ow14-s0252,negative_only,ox14-c000103,3,false
ow14-s0252,negative_only,ox14-c000113,4,false
ow14-s0252,negative_only,ox14-c000398,5,false
ow14-s0253,negative_only,ox14-c000427,1,false
ow14-s0253,negative_only,ox14-c000093,2,false
ow14-s0253,negative_only,ox14-c000422,3,false
ow14-s0253,negative_only,ox14-c000373,4,false
ow14-s0253,negative_only,ox14-c000107,5,false
ow14-s0254,negative_only,ox14-c000053,1,false
ow14-s0254,negative_only,ox14-c000337,2,false
ow14-s0254,negative_only,ox14-c000384,3,false
ow14-s0254,negative_only,ox14-c000350,4,false
ow14-s0254,negative_only,ox14-c000216,5,false
ow14-s0255,negative_only,ox14-c000207,1,false
ow14-s0255,negative_only,ox14-c000177,2,false
ow14-s0255,negative_only,ox14-c000016,3,false
ow14-s0255,negative_only,ox14-c000220,4,false
ow14-s0255,negative_only,ox14-c000344,5,false
ow14-s0256,negative_only,ox14-c000434,1,false
ow14-s0256,negative_only,ox14-c000268,2,false
ow14-s0256,negative_only,ox14-c000061,3,false
ow14-s0256,negative_only,ox14-c000026,4,false
ow14-s0256,negative_only,ox14-c000314,5,false
ow14-s0257,negative_only,ox14-c000273,1,false
ow14-s0257,negative_only,ox14-c000219,2,false
ow14-s0257,negative_only,ox14-c000363,3,false
ow14-s0257,negative_only,ox14-c000034,4,false
ow14-s0257,negative_only,ox14-c000109,5,false
ow14-s0258,negative_only,ox14-c000405,1,false
ow14-s0258,negative_only,ox14-c000303,2,false
ow14-s0258,negative_only,ox14-c000100,3,false
ow14-s0258,negative_only,ox14-c000101,4,false
ow14-s0258,negative_only,ox14-c000226,5,false
ow14-s0259,negative_only,ox14-c000048,1,false
ow14-s0259,negative_only,ox14-c000111,2,false
ow14-s0259,negative_only,ox14-c000387,3,false
ow14-s0259,negative_only,ox14-c000064,4,false
ow14-s0259,negative_only,ox14-c000212,5,false
ow14-s0260,negative_only,ox14-c000423,1,false
ow14-s0260,negative_only,ox14-c000399,2,false
ow14-s0260,negative_only,ox14-c000251,3,false
ow14-s0260,negative_only,ox14-c000141,4,false
ow14-s0260,negative_only,ox14-c000082,5,false
ow14-s0261,negative_only,ox14-c000296,1,false
ow14-s0261,negative_only,ox14-c000395,2,false
ow14-s0261,negative_only,ox14-c000077,3,false
ow14-s0261,negative_only,ox14-c000085,4,false
ow14-s0261,negative_only,ox14-c000410,5,false
ow14-s0262,negative_only,ox14-c000118,1,false
ow14-s0262,negative_only,ox14-c000223,2,false
ow14-s0262,negative_only,ox14-c000353,3,false
ow14-s0262,negative_only,ox14-c000307,4,false
ow14-s0262,negative_only,ox14-c000188,5,false
ow14-s0263,negative_only,ox14-c000404,1,false
ow14-s0263,negative_only,ox14-c000351,2,false
ow14-s0263,negative_only,ox14-c000167,3,false
ow14-s0263,negative_only,ox14-c000311,4,false
ow14-s0263,negative_only,ox14-c000315,5,false
ow14-s0264,negative_only,ox14-c000272,1,false
ow14-s0264,negative_only,ox14-c000117,2,false
ow14-s0264,negative_only,ox14-c000161,3,false
ow14-s0264,negative_only,ox14-c000029,4,false
ow14-s0264,negative_only,ox14-c000429,5,false
ow14-s0265,negative_only,ox14-c000377,1,false
ow14-s0265,negative_only,ox14-c000396,2,false
ow14-s0265,negative_only,ox14-c000136,3,false
ow14-s0265,negative_only,ox14-c000185,4,false
ow14-s0265,negative_only,ox14-c000346,5,false
ow14-s0266,negative_only,ox14-c000023,1,false
ow14-s0266,negative_only,ox14-c000247,2,false
ow14-s0266,negative_only,ox14-c000099,3,false
ow14-s0266,negative_only,ox14-c000070,4,false
ow14-s0266,negative_only,ox14-c000198,5,false
